,기업명,주소,직급,기술스택,자격요건,우대사항,url,기업url,업종분류,사원수,연혁,기업형태,매출액,평균연봉,자격요건_키워드,우대사항_키워드,사원수_범주형
109,씨드앤,서울 성동구,주니어,"['AWS', 'MySQL', 'Docker', 'Lambda', 'Ansible']","[' 1년 이상의 데브옵스, 인프라 관련 경력', ' Ubuntu, alpine 리눅스, 네트워크에 대한 심층적인 이해', ' Shell 스크립트, Python 사용 가능']","[' 클라우드 서비스 (AWS, AZURE) 시스템 운영 경험', ' CI/CD 구축 및 운영 경험', ' EKS/AKS/GKE 등의 쿠버네티스 클라우드 서비스 경험', ' MySQL, Redis, Elasticsearch 운영경험', ' Nginx, HAProxy 운영경험', ' 기본적인 개발 언어 이해 및 경험 (Python, Java, Javascript 등)', ' 모니터링, 로깅 파이프라인 구축 및 운영 경험', ' Terraform, Ansible, helm 등을 활용한 IaC 경험', ' 새로운 기술에 대한 거부감이 없는 자세']",https://www.rallit.com/positions/2059/%EB%8D%B0%EB%B8%8C%EC%98%B5%EC%8A%A4-devops-%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4-1%EB%85%84-%EC%9D%B4%EC%83%81,https://www.seedn.co.kr/,시스템ㆍ응용 소프트웨어 개발 및 공급업,10,9년 (2015년 설립),주식회사,42157500,42157500,"['데브옵스', '브옵스', '리눅스', '네트워크', '심층', '스크립트', 'Ubuntu', 'alpine', 'Shell', 'Python']","['클라우드', '시스템', '쿠버', '운영경험', '모니터링', '깅', '파이프라인', '새', '거부감', '자세', 'AZURE', 'CI', 'CD', 'EKS', 'AKS', 'GKE', 'MySQL', 'Redis', 'Elasticsearch', 'Nginx', 'HAProxy', 'Python', 'Java', 'Javascript', 'Terraform', 'Ansible', 'helm', 'IaC']",100명이하
110,라텔앤드파트너즈,서울 중구,주니어,"['AWS', 'Python', 'Spring Boot', 'Git', 'iOS']","[' MSSQL 사용 경력', ' 2년 이상의 DBA 경험']","[' 데이터베이스 인덱스에 대한 이해', ' 데이터베이스 성능 분석 및 튜닝에 대한 경험', ' DB 서버 구축 및 운영']",https://www.rallit.com/positions/1933/dba-%EC%A3%BC%EB%8B%88%EC%96%B4,https://heyratel.com/,광고 대행업,29,4년 (2020년 설립),기타 법인,3329450000,47080000,"['MSSQL', 'DBA']","['데이터베이스', '인덱스', '성능', '분석', '튜닝', '서버', 'DB']",100명이하
111,중고나라,서울 서초구,미들,"['AWS', 'Kubernetes', 'Terraform', 'helm']","['3년 이상 또는 이에 준하는 경력을 가지신 분', 'AWS Cloud, Kubernetes 경험이 있으신 분', 'Service Mesh에 대한 이해', 'Terraform, Helm 기반의 IaC 실무 경험이 있으신 분', '도커, 컨테이너 서비스에 대한 이해', 'CI/CD 파이프라인 구축 및 운영 경험']","['클라우드 서비스(GCP GKE etc) 실무 경험 보유', '서비스, 인프라 모니터링에 대한 이해가 있으신 분', '스크립트 (Shell, Python) 작성 및 활용이 가능한 분', 'C2C거래 또는 플랫폼 서비스에 관심이 많은 분']",https://www.rallit.com/positions/1838/sre-devops-%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4-%EA%B2%BD%EB%A0%A5,https://joonggonara.ninehire.site/,시스템ㆍ응용 소프트웨어 개발 및 공급업,153,10년 (2014년 설립),주식회사,8660460000,45550000,"['컨테이너', '파이프라인', 'Cloud', 'Kubernetes', 'Service', 'Terraform', 'Helm', 'IaC', 'CI', 'CD']","['클라우드', '모니터링', '스크립트', '플랫폼', 'GCP', 'GKE', 'etc', 'Shell', 'Python']",100명 초과 200명 이하
112,런치팩,서울 강남구,주니어,"['AWS', 'Vue.js', '플랫폼 비즈니스']","['이런 분이 필요합니다.', ' 프론트엔드 개발 경력 1년 이상 보유하고 계신 분', ' 대학교 졸업(4년) 이상의 학력이 있으신 분', ' 상용 서비스 개발/운영 경험이 있으신 분', ' Vue.js 프로젝트 개발 경험이 있으신 분', ' 반응형 웹 개발 경험이 있으신 분', '', '저희와 핏이 잘 맞을 수 있는 분들의 유형이에요.', ' 개발자 없이 웹서비스 구현이 가능한 세상에 기여하고 싶으신 분', ' 스타트업 창업에 관심이 높거나, 실제로 창업을 시도하고 초기 허들을 경험한 분', ' 팀원들과 함께 소통하며 문제를 해결해 나갈 수 있으신 분', ' 문제를 인식하고 해결하는 데 있어 주도적으로 일하는 것을 편하게 느끼시는 분']","['이런 관심/경험은 마음껏 어필해 주세요!', ' 웹 기반 UI Editor 개발 경험', ' Vue.js 프로젝트 실무 개발 경력 1년 이상', ' Django, Node.js 등 백엔드 개발 경험', ' AWS 인프라 구축 경험', ' UI/UX에 대한 관심', ' 플랫폼 서비스를 개발/운영해 본 경험', ' 프론트엔드 프로젝트 체계화에 대한 관심']",https://www.rallit.com/positions/1222/%EB%9F%B0%EC%B9%98%ED%8C%A9-%ED%94%84%EB%A1%A0%ED%8A%B8%EC%97%94%EB%93%9C-%EA%B0%9C%EB%B0%9C%EC%9E%90-%EC%A3%BC%EB%8B%88%EC%96%B4,https://launchpack.co.kr/home,시스템ㆍ응용 소프트웨어 개발 및 공급업,5,6년 (2018년 설립),주식회사,16050000,32590000,"['프론트', '프론트엔드', '대학교', '졸업', '학력', '프로젝트', '반응', '반응형', '웹', '유형', '개발자', '웹서비스', '구현', '세상', '기여', '스타트업', '창업', '시도', '초기', '허들', '소통', '인식', '주도적', 'Vue.js']","['어필', '웹', '프로젝트', '백엔드', '플랫폼', '프론트', '프론트엔드', '체계화', 'UI', 'Editor', 'Vue.js', 'Django', 'Node.js', 'UI']",100명이하
113,바티에이아이,서울 강남구,미들,"['AWS', 'Java', 'JavaScript', 'REST API', 'MSA']","['ㆍ5년 이상 Java(Spring framework) 개발 경험자 (혹은 그에 준하는 실력을 갖추신 분)', 'ㆍRESTful API에 대한 개발 경험이 있으신 분', 'ㆍ새로운 것을 배우고 습득하는데 두려움이 없는 분']","['[성향]', 'ㆍ끊임없는 연구와 신기술에 대한 욕구가 강한 분', 'ㆍ기억보다는 기록을 좋아하시는 분', 'ㆍ업무 효율화 또는 자동화에 대한 관심이 있으신 분', 'ㆍ구성원과 협업을 좋아하고 서로 간의 도움을 주실 수 있는 분', 'ㆍ긍정적인 업무 태도와 마인드', '', '[기술과 경험]', 'ㆍ스타트업 근무 경험자', 'ㆍB2B SaaS 서비스 또는 RPA 자동화 관련 경험이 있으신 분', 'ㆍMSA (MicroService Architecture), Event / Domain Driven Architecture 경험 및 지식', 'ㆍ데이터베이스 모델링 가능하신 분', 'ㆍ실시간 대규모 트래픽, 대용량 데이터 처리 경험자', 'ㆍAWS 등 클라우드 기반 서비스 인프라 설계 및 관리를 수행한 경험이 있으신 분', 'ㆍ자연어처리, 텍스트마이닝, 인공지능에 대한 경험이 있으신 분', 'ㆍNginx, Apache, Varnish, Redis, RabbitMQ, Kafka 등 다양한 오픈 소스 플랫폼 경험이 있으신 분', 'ㆍNext.js 프레임워크 경험이 있으신 분']",https://www.rallit.com/positions/1485/%EC%9E%90%EB%8F%99%ED%99%94-%EB%85%B8%EC%BD%94%EB%93%9C-%ED%88%B4-java-%EB%B0%B1%EC%97%94%EB%93%9C-%EA%B0%9C%EB%B0%9C%EC%9E%90-%EA%B2%BD%EB%A0%A5,https://bati.ai/,시스템ㆍ응용 소프트웨어 개발 및 공급업,8,1년 (2023년 설립),주식회사,42157500,38770000,"['ㆍ', 'ㆍ5년', '실력', 'ㆍ새', '새', '습득', '두려움', 'Java', 'Spring', 'framework']","['성향', 'ㆍ', '연구', '신', '신기술', '욕구', 'ㆍ기억', '기억', '기록', 'ㆍ업무', '효율', '자동화', 'ㆍ구성원', '구성원', '협업', '간', '도움', 'ㆍ긍정적', '긍정적', '태도', '마인드', 'ㆍ스타트업', '근무', 'ㆍ데이터베이스', '데이터베이스', '모델링', 'ㆍ실시간', '실시간', '대규모', '트래픽', '대용량', '데이터', '처리', '클라우드', 'ㆍ자연어처리', '자연어', '텍스트', '텍스트마이닝', '마이닝', '인공', '인공지능', '지능', '소스', '플랫폼', '프레임워크', 'SaaS', 'RPA', 'MicroService', 'Architecture', 'Event', 'Domain', 'Driven', 'Architecture', 'Apache', 'Varnish', 'Redis', 'RabbitMQ', 'Kafka', 'js']",100명이하
114,하이프로토콜,서울 성동구,미들,"['AWS', 'TypeScript', 'Express']","['이런 분과 함께 하고 싶어요', '', 'Typescript를 사용한 Express 프레임워크 기반 백엔드 개발 경험이 있으신 분', '', 'RDBMS에 대한 이해도가 준수하고 PostgreSQL 사용 경험이 있으신 분', '', 'AWS를 통한 인프라 및 CI/CD 프로세스를 구축한 경험이 있는 분', '', '블록체인 분야에 관심이 많고 스마트 컨트랙트를 연결해본 경험이 있는 분']","['이런 분이면 더 좋아요', '', 'AWS Lambda 서버리스 컴퓨팅 서비스를 사용해 서비스를 운영한 경험이 있으신 분', '', 'Redis 또는 Memcached와 같은 인메모리 데이터베이스를 통한 성능 개선 경험이 있으신 분', '', '유닛 테스트, 통합 테스트 코드 작성 경험이 있으신 분', '', 'WebSocket을 통한 실시간 서비스 구축 경험이 있으신 분', '', '코드 리뷰 등을 통해 개발 문화를 개선해나가고 싶으신 분', '', '자유롭게 의견이나 피드백을 주고받는 등 커뮤니케이션이 원활하신 분']",https://www.rallit.com/positions/2047/web3-%ED%81%AC%EB%A1%9C%EC%8A%A4%EC%B2%B4%EC%9D%B8-%ED%94%84%EB%A1%9C%ED%86%A0%EC%BD%9C-%EB%B0%B1%EC%97%94%EB%93%9C-%EC%8B%9C%EB%8B%88%EC%96%B4-%EA%B0%9C%EB%B0%9C%EC%9E%90-%EC%B1%84%EC%9A%A9,https://www.plexus.app/,"컴퓨터 시스템 통합 자문, 구축 및 관리업",8,2년 (2022년 설립),기타 법인,42157500,42157500,"['프레임워크', '백엔드', '준수', '프로세스', '스마트', '컨트랙트', '연결', 'Express', 'PostgreSQL', 'CI', 'CD']","['서버', '서버리스', '리스', '컴퓨팅', '인메모리', '메모리', '데이터베이스', '성능', '유닛', '테스트', '코드', '실시간', '코드', '리뷰', '뷰', '문화', '의견', '피드백', '커뮤니케이션', 'Lambda', 'Redis']",100명이하
115,픽소,서울 마포구,미들,"['AWS', 'Node.js', 'TypeScript', 'Webpack']","[' 픽소의 미션과 비전을 이해하고, 공감하실 수 있는 분', ' node.js 기반의 백엔드 직무 경험이 5년 이상 이신 분', ' typescript, Kotlin/Spring 개발 경험이 있으신 분', ' MSA 아키텍처 개발 경험이 있으신 분', ' CMS(Content Management System) 연동 개발 경험이 있으신 분', ' 난이도 높은 문제를 최적의 솔루션으로 해결하시는 것을 즐기시는 분', ' 다양한 직군의 팀원들과 원활한 커뮤니케이션과 협업이 가능하신 분', ' 개인의 성과보다 팀의 성과에 더 가치를 두시는 분', ' 글로벌 서비스 성공 경험을 주도적으로 만들어 가길 원하시는 분']","[' IT 스타트업에서 테크 리드 혹은 프로젝트 리딩의 경험이 있으신 분', ' 프로덕트 개발 full cycle에 대한 깊은 이해와 경험이 있으신분', ' 글로벌 서비스를 위한 인프라 아키텍처 설계, 개발 경험이 있으신 분', ' 아키텍쳐 변경에 따른 마이그레이션 경험이 있으신 분', ' Java/Kotlin, Spring Boot에 대한 이해와 프로젝트 수행 경험을 가지신 분', ' AWS 혹은 기타 클라우드 환경을 활용한 개발/운영 경험이 있으신 분']",https://www.rallit.com/positions/2279/%EB%B0%B1%EC%97%94%EB%93%9C-%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4-5%EB%85%84-%EC%9D%B4%EC%83%81,https://www.pixo.co/,시스템ㆍ응용 소프트웨어 개발 및 공급업,22,6년 (2018년 설립),주식회사,3314080000,45390000,"['소의', '미션', '비전', '공감', '백엔드', '직무', '아키텍처', '연', '연동', '난이', '최적', '솔루션', '직군', '커뮤니케이션', '협업', '개인', '성과', '가치', '두시', '글로벌', '성공', '주도적', '길', 'node.js', 'typescript', 'Kotlin', 'Spring', 'MSA', 'CMS', 'Content', 'Management', 'System']","['스타트업', '테크', '리드', '프로젝트', '리딩', '프로덕트', '글로벌', '아키텍처', '키', '키텍', '텍', '변경', '마이그레이션', '클라우드', 'IT', 'full', 'Java', 'Kotlin', 'Spring']",100명이하
116,지나인,서울 마포구,미들,"['AWS', 'PHP', 'Wordpress', 'DBMS/RDBMS']","[' 3년 이상 혹은 그에 준하는 백엔드 서비스 개발 및 운영 경험', ' AWS 및 퍼블릭 클라우드 서비스 사용/운영 경험', ' RDBMS 상에서 스키마 설계 및 서버 운영 경험', ' 하나 이상의 백엔드 언어에 대한 기본적인 이해 ', '', '', '지원 서류', ' 이력서', ' 포트폴리오 또는 경력기술서', ' 깃허브 링크, 링크드인 프로파일 (선택)']","[' Docker기반 서비스 개발 경험', ' 로그 시스템을 이용한 에러 감지 및 트러블 슈팅 경험', ' 코드 리뷰, 개발 블로그 등 함께 성장하는 문화를 중요하게 생각하시는 분']",https://www.rallit.com/positions/1132/ttmik-backend-%EA%B0%9C%EB%B0%9C%EC%9E%90,https://talktomeinkorean.com/,광고 대행업,23,13년 (2011년 설립),주식회사,42157500,42157500,"['백엔드', '퍼블릭', '클라우드', '상', '스키마', '서버', '서류', '이력서', '포트폴리오', '경력기술', '깃', '깃허브', '허브', '링크', '링크', '프로', '프로파일', '파일', 'RDBMS']","['로그', '시스템', '에러', '감지', '트러블', '슈팅', '코드', '리뷰', '뷰', '성장', '문화', '중요']",100명이하
117,브리치,서울 강남구,미들,"['AWS', 'PHP', 'JavaScript', 'Python', 'Node.js']","[' PHP 유경험자', ' Modern PHP Programming, OOP에 대한 이해', ' Backend 프레임워크 CodeIgniter, Laravel 등 유경험자', ' Frontend 프레임워크 React JS, Vue JS, Angular JS 등 유경험자', ' Git 이슈트래커 등 협업경험']","[' 오픈소스 이용한 개발 경험 보유자', ' Rest API 개발 유경험자', ' 모바일/이커머스/o2o서비스에서 개발 경험', ' 대용량 데이터 시스템 처리 및 운영 경험자', ' 리눅스 플랫폼에서도 익숙하게 개발할 줄 아는 개발자', ' AWS 시스템 관리 경험이 있는 분', ' 사용자 통계 데이터 수집 및 분석 경험이 있는 분', ' Unit Test 에 대한 이해도가 높으신 분']",https://www.rallit.com/positions/506/%EB%B9%84%ED%94%8C%EB%A1%9C%EC%9A%B0-%EB%B0%B1%EC%97%94%EB%93%9C-%EC%84%9C%EB%B2%84-%EA%B0%9C%EB%B0%9C%EC%9E%90,https://b-flow.co.kr/,통신 판매업,41,10년 (2014년 설립),주식회사,13113420000,37980000,"['유경험자', '프레임워크', '슈트', '슈트래커', '래커', '협업', '협업경험', 'PHP', 'Modern', 'PHP', 'Programming', 'Backend', 'CodeIgniter', 'Laravel', 'Frontend', 'React', 'JS', 'Vue', 'JS', 'Angular', 'JS', 'Git']","['오픈소스', '소스', '보유자', '유경험자', '모바일', '머스', '대용량', '데이터', '시스템', '처리', '리눅스', '플랫폼', '줄', '개발자', '사용자', '통계', '수집', '분석', 'Rest', 'API', 'Unit', 'Test']",100명이하
118,다이노즈,서울 강남구,신입,"['AWS', 'NestJS', 'Node.js']","[' 기술 Stack : [BE] Nest.js (Node.js)', '  참고 : [FE,Client] Flutter (+Firebase)', '  (DevOps) 기타  AWS (RDS, Codepipeline, ElasticBeanstalk)', ' API 설계 및 구현 경험']","[' 커뮤니티, SNS 웹/앱 서비스 운영/구현 경험 보유', ' Firebase 연동 경험 보유 (Auth, Storage, Dynamic links 등)', ' 스타트업 경험자']",https://www.rallit.com/positions/1115/%EC%9D%B8%EC%9E%AC%ED%92%80-%EB%B0%B1%EC%97%94%EB%93%9C-%EA%B0%9C%EB%B0%9C%EC%9E%90-nest-js-node-js,https://www.yugacrew.com/,포털 및 기타 인터넷 정보 매개 서비스업,5,2년 (2022년 설립),주식회사,42157500,24130000,"['구현', 'Stack', 'BE', 'Nest.js', 'Node.js', 'FE', 'Client', 'Flutter', 'Firebase', 'DevOps', 'RDS', 'Codepipeline', 'ElasticBeanstalk', 'API']","['커뮤니티', '웹', '앱', '구현', '연동', '스타트업', 'SNS', 'Firebase', 'Auth', 'Storage', 'Dynamic', 'links']",100명이하
119,라텔앤드파트너즈,서울 중구,시니어,"['AWS', 'Python', 'Spring', 'Git', 'iOS']","[' MSSQL 사용 경력', ' 5년 이상의 DBA 경험', ' 데이터베이스 인덱스에 대한 이해', ' 데이터베이스 성능 분석 및 튜닝에 대한 경험']",[' ISMS 경험이 있는 분'],https://www.rallit.com/positions/1934/dba-%EA%B2%BD%EB%A0%A5,https://heyratel.com/,광고 대행업,29,4년 (2020년 설립),기타 법인,3329450000,47080000,"['데이터베이스', '인덱스', '성능', '분석', '튜닝', 'MSSQL', 'DBA']",['ISMS'],100명이하
120,빅웨이브로보틱스,서울 강남구,미들,"['AWS', 'devops', 'React', 'Firebase', 'GitHub']","[' 웹 프론트엔드 개발 경험 5년 이상 또는 이에 준하는 실력을 가지고 계신 분', ' React 등 SPA 기반 프레임워크를 이용해 프로젝트를 진행한 경험이 있으신 분', ' FireBase 프로젝트 수행 이력 보유 또는 활용 가능하신 분', ' 개발 참여 Reference 및 포트폴리오 제출 필수']","[' 컴퓨터공학 전공 혹은 그에 준하는 전공 및 지식을 보유하신 분', ' Flutter 앱 개발 경험이 있으신 분', ' Server Side Rendering, REDIS 등 백엔드 개발 경험이 있으신 분', ' TypeScript와 같은 JS 정적 타이핑 언어 경험이 있으신 분', ' Jotai, Recoil 등 전역 상태관리 패턴을 사용한 경험이 있으신 분', ' 새로운 기술에 대한 도전과 경험을 공유하고 함께 성장하는 것을 즐기시는 분', ' 오픈소스 기반 웹, API 형태의 개발 경험이 충분히 있으신 분', ' MSA 기반 시스템 개발 경험']",https://www.rallit.com/positions/2052/%EB%A1%9C%EB%B4%87-%ED%86%B5%ED%95%A9-%EA%B4%80%EC%A0%9C-%EC%8B%9C%EC%8A%A4%ED%85%9C-%ED%94%84%EB%A1%A0%ED%8A%B8%EC%97%94%EB%93%9C-%EA%B0%9C%EB%B0%9C%EC%9E%90-5%EB%85%84-%EC%9D%B4%EC%83%81,https://www.myrobotsolution.com/,시스템ㆍ응용 소프트웨어 개발 및 공급업,21,4년 (2020년 설립),주식회사,882600000,41430000,"['웹', '프론트', '프론트엔드', '실력', '프레임워크', '프로젝트', '진행', '이력', '참여', '포트폴리오', 'React', 'SPA', 'FireBase', 'Reference']","['컴퓨터', '컴퓨터공학', '공학', '앱', '백엔드', '정적', '타이핑', '전역', '상태', '상태관리', '패턴', '새', '도전', '공유', '성장', '오픈소스', '소스', '웹', '형태', '시스템', 'Flutter', 'Server', 'Side', 'Rendering', 'REDIS', 'JS', 'Jotai', 'Recoil', 'API', 'MSA']",100명이하
